,label,tid,time,day,poi,price,rating,weather
18837,315,8951,1410,Sunday,Key Food Supermarket,-1,6.4,Clouds
35598,519,14577,1088,Thursday,The Victoria @ Union Square,-1,-1.0,Clouds
54994,827,23043,1254,Saturday,Surf n' Print Depot,-1,-1.0,Clouds
47079,706,19726,617,Saturday,Little Caesars Pizza,1,6.1,Clouds
5040,84,2290,360,Friday,Club Fitness,-1,8.6,Clear
46905,706,19723,1047,Tuesday,BP,-1,6.1,Clouds
17475,293,8251,11,Friday,Broadway Deli,1,-1.0,Clouds
52764,768,21381,1068,Sunday,Exxon,-1,5.9,Clouds
4954,84,2288,549,Thursday,Jamesoninthehood,-1,-1.0,Clear
50683,752,20989,1407,Wednesday,Harry A. Sprague Library,-1,-1.0,Clouds
20444,349,9862,808,Thursday,Chase Bank,-1,6.4,Clouds
59556,902,25039,342,Thursday,CKO Kickboxing Paramus,-1,-1.0,Clouds
45287,689,19229,570,Monday,New York Hilton Midtown,-1,7.6,Clear
26229,384,10902,275,Monday,The Pierpont,-1,-1.0,Clear
26070,384,10898,111,Monday,Bread & Butter,2,6.8,Clear
5938,91,2504,1263,Friday,Western Beef,-1,6.1,Clouds
17190,293,8247,762,Tuesday,Xiang Xin,1,-1.0,Clear
4879,84,2287,1310,Wednesday,rod,-1,-1.0,Clouds
2900,70,1865,409,Monday,MTA Subway - D Train,-1,-1.0,Clouds
35183,509,14303,957,Monday,The Pleasure Chest,-1,8.2,Clouds
33306,474,13386,970,Friday,Union Square Greenmarket,-1,9.6,Clouds
2038,56,1517,928,Sunday,Crema Restaurante,2,-1.0,Clear
49354,742,20735,88,Thursday,Williamsburg Bridge,-1,-1.0,Clouds
25410,372,10609,1407,Saturday,The Weasley House,-1,-1.0,Clear
42500,645,17985,1137,Friday,Hamilton Park Nursing Home,-1,-1.0,Clear
65349,1025,28392,784,Thursday,The Shop,-1,-1.0,Clear
54687,820,22823,481,Thursday,Casa Java,1,5.5,Clear
39245,589,16430,1328,Friday,Jersey Boys Grill,2,-1.0,Clouds
16660,293,8238,1313,Tuesday,San Marco Pizzeria,1,7.2,Clear
12956,187,5269,1093,Tuesday,CVS/pharmacy,-1,7.1,Clouds
46276,705,19701,464,Friday,The Teleport,-1,-1.0,Clear
17675,295,8301,722,Thursday,Num Pang Sandwich Shop,2,-1.0,Clouds
16886,293,8242,21,Tuesday,Broadway Deli,1,-1.0,Clear
10382,181,5064,428,Monday,MTA Subway - Sheepshead Bay (B/Q),-1,-1.0,Clouds
9011,154,4315,16,Sunday,Grant Square,-1,7.3,Clear
33424,475,13411,587,Monday,Canvas,-1,-1.0,Clear
55570,842,23449,44,Sunday,My Casa,-1,-1.0,Clear
10491,181,5070,262,Sunday,White Castle,1,-1.0,Clouds
58574,895,24810,1232,Wednesday,Stephenson Playground,-1,-1.0,Clouds
13981,236,6638,1423,Tuesday,MTA Subway - 137th St/City College (1),-1,-1.0,Rain
24149,365,10371,540,Monday,American Dream | Meadowlands,-1,5.3,Clear
16471,293,8232,979,Saturday,Lexington Ave,-1,-1.0,Clouds
27777,422,11974,1050,Monday,Maple Gardens,-1,-1.0,Clear
60537,928,25696,856,Saturday,Castañeda Residence,-1,-1.0,Clouds
39933,595,16583,908,Thursday,Mi Casa,-1,-1.0,Clear
966,19,474,1295,Friday,The Madison Bar and Grill,3,8.2,Clear
20057,344,9747,907,Tuesday,Eastside Grocery,1,-1.0,Clouds
1873,50,1349,420,Wednesday,NYC EMS Hospital 51,-1,-1.0,Rain
66441,1054,29114,1139,Wednesday,Parkway Lanes,-1,6.3,Clouds
24296,365,10379,35,Saturday,Josie Robertson Plaza (Lincoln Center Plaza),-1,9.3,Clear
50839,752,21002,1394,Tuesday,jetBlue Ticket Counter,-1,-1.0,Clouds
5747,90,2477,918,Tuesday,Gregory's Coffee,1,8.1,Clouds
10647,182,5106,1394,Friday,Mercury Lounge,-1,8.4,Clear
6951,99,2731,1163,Thursday,TD Bank,-1,6.1,Clear
26986,390,11039,1330,Sunday,480 St Marks Avenue,-1,-1.0,Clear
35393,518,14546,1359,Sunday,The Addison,-1,-1.0,Clouds
36443,527,14798,1215,Wednesday,Duane Reade,-1,5.7,Clear
23660,355,10067,556,Thursday,City Alarms & Communications,-1,-1.0,Clear
34378,488,13736,611,Friday,Mitchel Square,-1,-1.0,Rain
16928,293,8242,1196,Friday,Eileen's Special Cheesecake,1,9.1,Rain
41051,621,17304,1151,Saturday,Taco Bell,1,7.4,Clouds
36101,521,14661,741,Wednesday,Grand Central Market,-1,9.3,Clouds
43720,660,18400,1217,Wednesday,The New School 8th Fl Lab at Arnhold Hall,-1,-1.0,Clear
837,14,359,347,Tuesday,Madison Square Park,-1,9.6,Clouds
32253,458,12954,1312,Sunday,Tingué Bungalow,-1,-1.0,Clear
24918,372,10574,1096,Sunday,Bryant Park,-1,9.7,Clear
53249,806,22433,1235,Tuesday,Carmine's II,1,-1.0,Clouds
66810,1055,29159,1125,Sunday,Duane Reade,-1,-1.0,Clouds
36267,527,14795,1229,Tuesday,AppNexus,-1,-1.0,Clouds
51734,766,21317,1036,Saturday,Madison Square Garden,-1,9.2,Clear
495,12,289,453,Saturday,Q25Ltd - Parsons Blvd & Jamaica Ave,-1,-1.0,Clouds
59010,900,24967,1001,Saturday,Schmackary's,1,9.1,Clear
3639,81,2190,1165,Saturday,Zabar's,-1,9.2,Clear
50984,753,21018,1320,Tuesday,Home Sweet Home :),-1,-1.0,Clouds
40198,596,16624,1318,Friday,My Crib,-1,-1.0,Clouds
26599,386,10929,517,Wednesday,Belleville Elementary School 5,-1,-1.0,Rain
15927,293,8218,834,Thursday,WNYC Radio,-1,8.3,Clear
37457,531,14891,851,Thursday,NVE Bank,-1,-1.0,Clouds
38518,572,16020,726,Saturday,Shaggy Hair Studio,-1,7.6,Clear
51848,766,21323,1082,Saturday,Port Authority Bus Terminal,-1,5.5,Clouds
42698,646,18012,953,Sunday,NYU Stern School of Business,-1,-1.0,Clear
40750,617,17205,908,Thursday,ShopRite,-1,6.6,Clear
23420,354,10052,614,Friday,IHOP,2,7.2,Clouds
7215,119,3258,760,Wednesday,Shake Shack,2,9.2,Clear
49962,744,20813,566,Wednesday,Café Bonjour Deli & Pizza,1,6.3,Clouds
46750,706,19721,1312,Thursday,Jamaica Center - Parsons/Archer Bus Terminal,-1,5.6,Clouds
5869,91,2494,763,Friday,Europan Pizza Cafe,1,-1.0,Clouds
54602,820,22819,498,Tuesday,Port Authority Food Court,1,5.3,Rain
15575,293,8210,1219,Tuesday,Metropolitan,1,8.3,Clear
29128,439,12429,683,Thursday,Dimitria's Casa,-1,-1.0,Clear
40972,621,17282,543,Saturday,The Chen Agency,-1,-1.0,Clear
34022,484,13638,514,Wednesday,MTA Subway - 47th-50th St/Rockefeller Center (B/D/F/M),-1,-1.0,Clear
11653,185,5193,110,Saturday,Bergen County Vocational High School,-1,-1.0,Clear
11364,185,5189,1306,Tuesday,Parkway Elementary School,-1,-1.0,Clouds
54264,819,22797,347,Sunday,Metro City,-1,-1.0,Clouds
24402,371,10561,1439,Monday,International Pillow Fight Dayapocalypse 2012,-1,-1.0,Clear
65951,1047,28909,853,Monday,"MTABus Q60, QM21 MTA NYCT Q20A, Q20B, Q44, X68 (Queens Blvd/84th Drive)",-1,-1.0,Clear
52976,773,21519,295,Thursday,Ed Koch Queensboro Bridge,-1,-1.0,Clouds
56766,881,24435,395,Tuesday,Hubs L'Shish Deli,1,-1.0,Clear
28386,432,12219,551,Wednesday,"Heustein Sy, MD",-1,-1.0,Clear
5736,90,2476,628,Saturday,Equinox Flatiron,-1,9.0,Clouds
57248,882,24466,562,Tuesday,Record Shop Bk,-1,7.8,Clouds
32412,458,12960,1174,Wednesday,MTA Subway - 57th St/7th Ave (N/Q/R/W),-1,-1.0,Clear
32246,458,12954,857,Friday,Glenwood Gourment Deli & Grocery,1,-1.0,Clouds
58708,895,24816,890,Friday,Eastchester Check Cashing,-1,-1.0,Clouds
7679,120,3299,1378,Saturday,Parent's House,-1,-1.0,Clouds
22849,354,10034,722,Monday,MTA Subway - 36th St (D/N/R),-1,-1.0,Clouds
46126,702,19634,801,Saturday,Staten Island Ferry - Whitehall Terminal,-1,-1.0,Clouds
64231,992,27499,565,Saturday,Starbucks,1,6.4,Clouds
22926,354,10034,72,Sunday,MTA Subway - Broadway (G),-1,-1.0,Clouds
2017,56,1516,1175,Saturday,W New York - Downtown,-1,8.2,Clear
53566,816,22695,1207,Thursday,Barnes & Noble,-1,8.2,Clouds
42763,646,18015,40,Monday,NYU Carlyle Court,-1,-1.0,Clouds
22107,354,10025,945,Saturday,McDonald's,1,5.2,Fog
12357,185,5213,1087,Thursday,Biagio's Ristorante,2,8.0,Clear
59569,902,25040,1053,Tuesday,CKO Kickboxing Paramus,-1,-1.0,Fog
36068,521,14660,386,Tuesday,MTA Subway - Avenue U (Q),-1,-1.0,Clear
2670,70,1837,1153,Wednesday,Times Square,-1,9.0,Clouds
58295,891,24719,997,Sunday,IZOD Center (Meadowlands Arena),-1,6.8,Rain
764,14,339,430,Wednesday,Madison Square Park,-1,9.6,Clouds
65920,1044,28845,1075,Wednesday,Hudson News,-1,5.8,Clouds
52086,767,21340,977,Sunday,Clarke's,2,-1.0,Clouds
31531,448,12660,774,Monday,LaGuardia Community College,-1,-1.0,Clouds
45023,689,19209,570,Friday,New York Hilton Midtown,-1,7.6,Clear
3555,81,2178,929,Tuesday,LaGuardia Airport (LGA) (LaGuardia Airport),-1,5.3,Rain
15272,280,7834,544,Monday,Bouchon Bakery,2,8.3,Clouds
55875,868,24102,774,Thursday,French Institute Alliance Française (FIAF),-1,-1.0,Clear
43591,652,18196,135,Monday,Hop Bar,2,-1.0,Clouds
23821,359,10181,993,Monday,MTA Subway - Bedford Park Blvd/Lehman College (4),-1,-1.0,Clear
28323,425,12034,1205,Tuesday,Shamrock Sewer And Drain Cleaning Hq,-1,-1.0,Clear
45563,689,19244,855,Wednesday,Eataly NYC,-1,9.5,Clouds
43214,649,18102,550,Thursday,Vital Theatre Company,-1,6.1,Clear
12387,185,5213,1005,Sunday,Gardner Field,-1,-1.0,Clouds
35553,519,14574,1226,Friday,The Victoria @ Union Square,-1,-1.0,Clouds
4883,84,2287,355,Thursday,Opa! Opa!,-1,-1.0,Clouds
63516,988,27385,1144,Monday,Graybar,-1,7.3,Clouds
60809,934,25856,812,Thursday,Irving Plaza,-1,8.3,Clouds
2838,70,1862,1240,Wednesday,MTA Subway - Parkchester (6),-1,-1.0,Clear
25189,372,10591,538,Thursday,Wells Fargo,-1,5.5,Clear
9429,172,4823,1051,Friday,The Pet Market,-1,-1.0,Clouds
9142,164,4603,667,Wednesday,AERIN,-1,-1.0,Clouds
18546,315,8942,804,Friday,New Ming Fat Chinese Restaurant,1,-1.0,Clear
49518,742,20744,792,Sunday,Yankeemania,-1,-1.0,Unknown
31850,458,12947,1150,Thursday,MTA Subway - Canarsie/Rockaway Pkwy (L),-1,-1.0,Clouds
3855,82,2214,679,Thursday,7-Eleven,-1,6.2,Clear
4015,82,2225,1163,Friday,Chez Lee,-1,-1.0,Clear
1925,50,1357,272,Sunday,NYC EMS Hospital 71,-1,-1.0,Clouds
63327,980,27198,9,Friday,Ace Hotel New York,-1,9.1,Clear
31839,458,12947,1221,Wednesday,MTA Subway - Broadway Junction (A/C/J/L/Z),-1,-1.0,Clouds
22542,354,10029,911,Friday,Luna Park,-1,8.9,Clouds
8780,153,4268,1391,Saturday,Tonelli Cafe & Bar,2,-1.0,Rain
35198,509,14307,1076,Friday,The Pleasure Chest,-1,8.2,Clouds
15294,280,7834,759,Wednesday,Gigi Cafe,1,6.3,Clouds
18792,315,8951,355,Wednesday,Bolla Market - Conduit & Liberty,-1,-1.0,Clear
24567,371,10564,1181,Thursday,The Porcelli Casa :),-1,-1.0,Clouds
19795,343,9715,661,Thursday,H&R Block,-1,6.7,Clear
5213,84,2294,355,Sunday,Copacabana Brazilian Restaurant,2,8.3,Clouds
58656,895,24813,1222,Sunday,Stephenson Park,-1,-1.0,Clear
58754,895,24819,416,Friday,Dunkin' Donuts,1,5.8,Clouds
54350,819,22802,392,Sunday,Metro City,-1,-1.0,Clouds
56668,881,24429,1413,Saturday,Dunkin' Donuts,1,5.9,Rain
58648,895,24813,1402,Friday,Stephenson Playground,-1,-1.0,Clear
57162,882,24462,1198,Monday,Seriously? SNOW!!!,-1,-1.0,Clouds
60649,928,25703,523,Friday,Wasey's Place,1,-1.0,Clouds
35577,519,14575,53,Saturday,Artichoke Basille’s Pizza & Brewery,1,8.7,Clear
62669,974,27027,1421,Wednesday,Empire State Building,-1,9.4,Clear
60289,928,25680,1365,Tuesday,MTA Subway - Simpson St (2/5),-1,-1.0,Clouds
42411,645,17981,1060,Wednesday,Dunkin Donuts,1,6.2,Clouds
53272,806,22434,796,Saturday,HK Hell's Kitchen,3,6.6,Clear
398,12,285,1078,Tuesday,Great Wall Supermarket 大中華,-1,5.3,Clear
36988,529,14824,910,Wednesday,New York City Police Department Headquarters,-1,-1.0,Clouds
63792,990,27435,132,Tuesday,Best Western Queens Court Hotel,-1,-1.0,Rain
13112,187,5293,35,Sunday,Kosciuszko Bridge,-1,-1.0,Clear
57097,881,24457,207,Tuesday,Wayne Manor ( Bat Cave ),-1,-1.0,Clouds
61140,943,26118,1048,Saturday,Grove Street Bicycles,-1,8.2,Clear
56013,872,24232,1149,Friday,Crumbs Bake Shop,2,-1.0,Clear
31136,445,12591,1189,Wednesday,MTA Bus - M100 & M101,-1,-1.0,Clouds
17868,315,8926,497,Wednesday,Bolla Market - Conduit & Liberty,-1,-1.0,Clear
4410,84,2279,1048,Sunday,Shell,-1,5.8,Rain
5761,90,2477,985,Sunday,STIX,2,-1.0,Rain
32131,458,12952,1128,Monday,MTA Bus - B41/B41LTD - Flatbush Av & Nostrand Av,-1,-1.0,Clouds
61274,943,26124,807,Friday,US Post Office,-1,-1.0,Clouds
9140,164,4603,1113,Tuesday,LIM College - Maxwell Hall,-1,-1.0,Clouds
42402,645,17980,646,Friday,Central Park - W 69th St Entrance Garden,-1,8.8,Clear
56150,872,24245,194,Wednesday,109 St. Gourmet Deli,1,5.5,Clouds
19855,344,9720,518,Thursday,Queens College - Dining Hall,-1,-1.0,Clouds
40138,596,16608,1325,Thursday,BOOGIE'S Crib,-1,-1.0,Clear
6262,95,2607,1125,Sunday,House of Hercules,-1,-1.0,Clouds
25293,372,10602,156,Sunday,Lit Lounge,-1,-1.0,Clear
38554,579,16209,606,Sunday,Macy's,-1,8.5,Clouds
56986,881,24451,1252,Friday,The Lions Den,-1,-1.0,Clear
27020,390,11045,823,Friday,Southbridge Towers - Building 6,-1,-1.0,Clear
52566,768,21374,221,Saturday,Edgewater Commons,-1,8.1,Clear
27935,422,11986,1125,Monday,VA Medical Center - East Orange,-1,-1.0,Clouds
52104,767,21343,440,Wednesday,NJT - 22nd Street Light Rail Station,-1,-1.0,Clouds
43970,662,18448,250,Sunday,District 36,3,-1.0,Clear
39441,593,16521,1237,Saturday,Lakeland Bus Line,-1,-1.0,Clouds
62334,974,27000,870,Monday,Riverbank State Park - Outdoor Track,-1,7.4,Clouds
4685,84,2284,971,Monday,TV of Tomorrow Conference,-1,-1.0,Clouds
56561,877,24359,1051,Thursday,TGI Fridays,1,6.5,Fog
25355,372,10606,799,Wednesday,111 Hudson Market,2,7.2,Clear
54469,820,22815,478,Tuesday,Au Bon Pain,2,6.4,Clouds
41405,628,17517,462,Tuesday,Splish Splash Laundromat,-1,6.3,Clouds
59607,913,25288,1208,Tuesday,Dallas BBQ,2,8.1,Clear
46196,702,19644,544,Friday,MTA Subway - Rockaway Blvd (A),-1,-1.0,Clear
161,6,135,1382,Monday,MTA Subway - 161st St/Yankee Stadium (4/B/D),-1,-1.0,Clouds
35679,519,14580,1075,Tuesday,Union Square Park,-1,9.4,Clear
46051,702,19623,938,Wednesday,MTA Subway - Jay St/MetroTech (A/C/F/R),-1,-1.0,Clear
49716,744,20786,1126,Saturday,Armani Exchange,-1,7.3,Clear
20586,349,9865,966,Saturday,Porter House,3,8.4,Fog
49050,742,20729,508,Thursday,Manhattan Avenue & Moore St,-1,-1.0,Clear
38586,579,16212,1088,Wednesday,United Artists Sheepshead Bay 14 IMAX & RPX,-1,7.1,Clouds
35139,509,14296,65,Sunday,Banter,2,8.1,Clouds
6658,95,2633,1213,Wednesday,MTA Subway - Mets/Willets Point (7),-1,-1.0,Rain
63618,990,27429,1253,Thursday,InterContinental New York Times Square,-1,8.5,Clouds
44559,682,19016,840,Monday,C'est Bon Cafe,1,-1.0,Clear
63850,990,27437,1011,Saturday,Best Western Jfk Airport Hotel,-1,5.0,Clouds
61877,951,26291,1403,Friday,MTA Subway - 125th St (1),-1,-1.0,Clear
63322,980,27198,1380,Tuesday,Max Fish,2,-1.0,Clear
40825,621,17278,887,Thursday,Sidney Silverman Library,-1,-1.0,Clouds
61911,951,26292,1271,Wednesday,MTA Subway - 125th St (1),-1,-1.0,Clouds
27628,412,11677,1081,Friday,Heartland Brewery,2,6.8,Clear
66740,1055,29153,1144,Wednesday,Madison Square Park,-1,9.6,Clear
35031,495,13919,971,Saturday,MTA Subway - 110th St/Cathedral Parkway (B/C),-1,-1.0,Clear
55541,842,23445,563,Monday,Steve Madden Corporate Office,-1,-1.0,Clear
170,6,135,194,Thursday,MTA Subway - Hoyt St (2/3),-1,-1.0,Clear
17930,315,8927,1060,Thursday,"Brookdale University Hospital & Medical Center, Brookdale Family Care Center",-1,-1.0,Fog
52777,768,21382,659,Monday,Exxon,-1,5.9,Clear
15839,293,8216,800,Tuesday,MTA Subway - Spring St (C/E),-1,-1.0,Rain
58176,889,24669,816,Friday,DEAL$,-1,-1.0,Clouds
27484,398,11251,606,Thursday,Queens College Quad,-1,-1.0,Clear
50986,753,21018,430,Wednesday,2 Journal Square Plaza,-1,-1.0,Clouds
3254,73,1930,960,Saturday,MTA Subway - 72nd St (1/2/3),-1,-1.0,Clouds
49836,744,20803,501,Wednesday,Lot Less Closeouts,-1,8.9,Clouds
50899,753,21008,1248,Friday,Coach House,2,8.5,Clear
21792,354,10023,785,Monday,MTA Subway - Delancey St/Essex St (F/J/M/Z),-1,-1.0,Clear
43841,660,18407,463,Sunday,Lockbird Palace,-1,-1.0,Clouds
36166,521,14675,335,Monday,New York Sports Club,-1,6.0,Clouds
20,6,127,1381,Monday,MTA Subway - DeKalb Ave (B/Q/R),-1,-1.0,Clouds
3258,73,1930,899,Sunday,Starbucks,1,6.8,Clouds
47849,722,20151,1143,Tuesday,Rite Aid,-1,5.7,Clear
34083,484,13641,1010,Friday,MTA Subway - 49th St (N/Q/R/W),-1,-1.0,Clouds
12641,185,5220,994,Monday,US Post Office,-1,-1.0,Clear
13430,207,5823,1137,Tuesday,Mount Plesant Apartments,-1,-1.0,Clouds
55188,834,23195,1357,Saturday,Bed,-1,-1.0,Clear
8117,138,3845,768,Friday,Lenox Hill Neighborhood House,-1,7.0,Clouds
22285,354,10027,524,Tuesday,MTA Subway - Carroll St (F/G),-1,-1.0,Clouds
57442,885,24527,453,Sunday,One Liberty Plaza,-1,-1.0,Clear
56402,872,24251,52,Wednesday,Fresh Cut Christmas Trees,-1,-1.0,Clouds
19344,319,9004,936,Saturday,Verrazano-Narrows Bridge (Verrazano–Narrows Bridge),-1,-1.0,Clear
46692,706,19720,194,Saturday,Sabrett food cart W 50th & 6th avenue,1,-1.0,Clear
55702,857,23813,1181,Saturday,The Penrose,2,9.0,Clouds
30678,445,12571,630,Sunday,MTA Subway - Jay St/MetroTech (A/C/F/R),-1,-1.0,Clear
48445,730,20399,820,Friday,Bank of America,-1,6.5,Rain
3134,73,1924,1151,Saturday,Sushi Yasaka,2,9.1,Clear
52438,768,21372,893,Saturday,Paramus Park Food Court,-1,6.7,Fog
62533,974,27009,820,Monday,Track 2,-1,-1.0,Clear
45355,689,19232,15,Saturday,Webster Hall,-1,-1.0,Clear
37504,531,14892,1233,Friday,My Comfy Couch,-1,-1.0,Clouds
24987,372,10577,870,Saturday,Company Bar & Grill,2,-1.0,Clouds
20182,347,9819,1259,Saturday,L.L.Bean,-1,7.6,Clear
46266,705,19699,758,Friday,College Of Staten Island,-1,-1.0,Clouds
54587,820,22818,486,Friday,Au Bon Pain,2,6.4,Clear
24414,371,10561,876,Wednesday,Momma Dukes House,-1,-1.0,Clouds
13626,207,5835,573,Thursday,Hackensack University Medical Center,-1,-1.0,Clear
9391,172,4823,746,Monday,MTA Subway - Broadway (N/W),-1,-1.0,Clear
40574,617,17192,866,Wednesday,La Casa De Lopez,-1,-1.0,Clouds
41552,635,17660,851,Tuesday,NYCHA - Van Dyke I Houses,-1,-1.0,Clouds
32281,458,12955,428,Friday,MTA Subway - Broadway Junction (A/C/J/L/Z),-1,-1.0,Clear
2983,70,1869,390,Thursday,MTA Subway - D Train,-1,-1.0,Clouds
16843,293,8241,760,Tuesday,Xiang Xin,1,-1.0,Rain
1499,34,920,660,Friday,House Of Jello,-1,-1.0,Clear
39109,585,16349,672,Sunday,EDR @ Empire City,-1,-1.0,Clear
9639,172,4835,845,Thursday,Capital One Bank,-1,6.4,Clear
36719,527,14801,1043,Saturday,Cafe Hulu,1,-1.0,Clear
255,7,142,550,Thursday,Joe the Art of Coffee,1,8.8,Clouds
22897,354,10034,1170,Thursday,Courtyard by Marriott New York Manhattan/Fifth Avenue,-1,5.0,Clouds
55056,827,23052,1321,Friday,Francis  Lewis Park,-1,-1.0,Clouds
33719,484,13628,1249,Friday,MTA Subway - Bedford/Nostrand Aves (G),-1,-1.0,Clear
53188,787,21931,1015,Sunday,Carnegie Hall,-1,9.5,Clouds
26752,386,10948,815,Thursday,Chase Bank,-1,6.6,Clear
44035,662,18472,710,Sunday,anGEl home in middle village,-1,-1.0,Clouds
28529,432,12230,447,Sunday,Audubon Avenue,-1,-1.0,Clouds
37922,539,15147,623,Monday,Starbucks,1,6.4,Rain
32687,461,13037,1389,Thursday,Macy's,-1,8.5,Clear
50569,750,20940,637,Monday,Times Square,-1,9.0,Fog
3106,73,1923,454,Friday,PS/MS 279,-1,-1.0,Clear
18597,315,8944,1407,Saturday,B 13,-1,-1.0,Clear
41441,635,17656,675,Monday,MTA Subway - Crown Heights/Utica Ave (3/4),-1,-1.0,Clear
40917,621,17281,844,Tuesday,Bergen Parking Lot,-1,-1.0,Fog
64573,1016,28168,1157,Sunday,Bucu Burger Bar & Bakery,1,-1.0,Clouds
60466,928,25692,1324,Wednesday,Castañeda Residence,-1,-1.0,Clouds
27463,398,11250,1137,Saturday,Rockaway Beach  - 120th Street,-1,8.3,Clear
57756,885,24551,813,Monday,McDonald's,1,6.6,Clouds
20633,349,9867,502,Monday,Delta Gas Station,-1,-1.0,Clouds
2064,56,1518,922,Sunday,Starbucks,1,6.9,Clouds
20016,344,9745,269,Thursday,Carlo's House,-1,-1.0,Clear
15383,280,7837,1037,Tuesday,New York Sports Clubs,-1,6.6,Clear
2154,65,1730,8,Wednesday,mi casita,-1,-1.0,Clouds
43845,660,18408,1287,Tuesday,MY PROBLEM IS,-1,-1.0,Clouds
60635,928,25703,486,Monday,MTA Subway - Mosholu Parkway (4),-1,-1.0,Fog
10781,184,5174,628,Monday,The Amish Market,-1,9.0,Clear
31126,445,12591,1143,Tuesday,Simpson Street,-1,-1.0,Clouds
55216,834,23196,805,Sunday,Finally @ Home,-1,-1.0,Clouds
46781,706,19721,1182,Saturday,Dishes,2,8.1,Clouds
17158,293,8246,80,Friday,Dilruba Deli & Grocery,1,-1.0,Clouds
82,6,130,1098,Tuesday,MTA Bus - Archer Avenue & Sutphin Blvd (Q6/Q6LTD/Q20A/Q20B/Q24/Q30/Q31/Q43/Q43),-1,-1.0,Clouds
1017,19,478,1081,Saturday,Nordstom Shoe Dept,-1,-1.0,Rain
21909,354,10024,797,Monday,MTA Subway - 59th St (N/R),-1,-1.0,Clouds
13756,208,5846,967,Friday,Starbucks,1,5.6,Clear
41494,635,17657,1161,Thursday,4G Home Of The Worlds Greatest Tag Team,-1,-1.0,Clear
38341,553,15478,655,Saturday,The Forest Hills Volunteer Ambulance Corps,-1,-1.0,Clouds
38746,582,16257,43,Saturday,Mobil,-1,5.7,Clear
15900,293,8218,76,Monday,MTA B46 To Kings Plaza,-1,-1.0,Clear
8544,144,4012,1134,Friday,Levi's Store,-1,6.3,Clouds
36510,527,14799,700,Friday,Harlem Pride,-1,-1.0,Clouds
20943,349,9875,715,Friday,Dive 75,1,7.9,Clear
13849,208,5867,961,Thursday,nOir,-1,-1.0,Clear
11425,185,5190,1052,Monday,YJCC,-1,-1.0,Clouds
17102,293,8244,686,Sunday,Broadway Deli,1,-1.0,Clouds
21107,349,9886,877,Saturday,Staples,-1,5.7,Clouds
45226,689,19221,1155,Thursday,The Smith,3,9.0,Clouds
1332,25,645,810,Thursday,Equinox East 63rd Street,-1,9.6,Clear
24308,365,10380,732,Tuesday,American Dream | Meadowlands,-1,5.3,Clouds
58168,889,24669,723,Wednesday,IKEA Swedish Cafe,1,7.2,Clear
16496,293,8234,840,Friday,MTA MaBSTOA Bus - M10 / M31 / M57 at 57th St / Broadway,-1,-1.0,Clouds
13856,208,5867,796,Saturday,Il Buco Alimentari & Vineria,3,9.2,Clear
1147,25,636,867,Sunday,Lincoln Tunnel,-1,5.3,Clouds
41457,635,17656,642,Saturday,MTA Subway - Rockaway Ave (3),-1,-1.0,Clear
63623,990,27429,184,Friday,Woorijip,1,8.8,Clouds
24466,371,10562,866,Tuesday,Sitting On My Comfy Couch,-1,-1.0,Clear
28513,432,12224,1257,Wednesday,Schottenstein Back Lounge,-1,-1.0,Clear
60190,922,25526,1022,Saturday,Select Answering Service,-1,-1.0,Clear
5514,90,2458,330,Monday,New York Sports Clubs,-1,6.6,Clouds
4431,84,2280,859,Wednesday,Vander Bar,3,4.9,Clouds
57401,885,24525,445,Sunday,One Liberty Plaza,-1,-1.0,Clear
65416,1029,28490,7,Sunday,The PartyLikeaRAWKstar House,-1,-1.0,Clouds
10215,178,4996,510,Tuesday,MTA Subway - Woodlawn (4),-1,-1.0,Clear
7005,99,2735,1085,Tuesday,Saks Fifth Avenue,-1,9.0,Clear
41573,635,17660,1094,Sunday,B14 bus line,-1,-1.0,Clear
53262,806,22434,572,Wednesday,Set Shop,-1,-1.0,Clouds
14719,262,7388,483,Monday,Emerging Health IT HQ,-1,-1.0,Clear
63365,980,27200,864,Thursday,Ace Hotel New York,-1,9.1,Clouds
65564,1029,28517,33,Tuesday,Blackjack Mulligan's Public House,2,8.4,Clouds
32105,458,12951,447,Saturday,Dr. Lantner's Office,-1,-1.0,Clear
65882,1044,28838,1064,Wednesday,Hudson News,-1,5.8,Clear
55525,842,23440,25,Monday,My Casa,-1,-1.0,Clear
12138,185,5206,1211,Saturday,my bed,3,-1.0,Clear
5917,91,2500,1221,Friday,Dollar Tree,-1,7.5,Clear
53339,806,22439,770,Tuesday,Onassis Clothing Corporate Headquarters,-1,-1.0,Rain
2656,70,1836,961,Saturday,MTA Subway - J Train,-1,-1.0,Clear
26023,384,10897,1061,Tuesday,Guy & Gallard,1,6.3,Rain
24404,371,10561,1018,Tuesday,Bell Plaza Sports Club,-1,-1.0,Clouds
12576,185,5218,1080,Friday,The Hang Out,-1,-1.0,Clear
41458,635,17656,642,Saturday,MTA Subway - Saratoga Ave (3),-1,-1.0,Clear
7892,121,3328,940,Wednesday,Deli Super Market,1,-1.0,Clouds
43024,647,18049,426,Friday,Hamilton Park Small Breed Dog Run,-1,7.6,Clear
12396,185,5214,742,Monday,Four Seasons,-1,-1.0,Clear
14621,254,7193,897,Monday,MTA Subway - 14th St (A/C/E/L),-1,-1.0,Clouds
41651,635,17682,714,Tuesday,Brooklyn Bridge,-1,9.6,Clouds
